,title,link,search_name,search_zip
6020,🝑 Room with Space 🎤,https://losangeles.craigslist.org/lac/roo/d/downey-room-with-space/7845081145.html,downey,
6021,"Lush resort style landscaping, Quartz Counter Tops, Cable Ready",https://losangeles.craigslist.org/sgv/apa/d/downey-lush-resort-style-landscaping/7842427834.html,downey,
6022,"Tile Backsplash, High Speed Internet Access, Air Conditioner",https://losangeles.craigslist.org/sgv/apa/d/downey-tile-backsplash-high-speed/7842428359.html,downey,
6023,"Quartz Counter Tops, Window Coverings, Large Closets",https://losangeles.craigslist.org/lac/apa/d/downey-quartz-counter-tops-window/7839996761.html,downey,
6024,Studio in North Downey,https://losangeles.craigslist.org/lgb/apa/d/downey-studio-in-north-downey/7845055516.html,downey,
6025,"Lush resort style landscaping, BBQ/Picnic Area, Large Closets",https://losangeles.craigslist.org/lac/apa/d/downey-lush-resort-style-landscaping/7840940887.html,downey,
6026,"Controlled Access/Gated, Stainless Steel Appliance Package",https://losangeles.craigslist.org/lac/apa/d/downey-controlled-access-gated/7839959206.html,downey,
6027,"Legendary Management Care, 24Hr On-Call Maintenance Service",https://losangeles.craigslist.org/wst/apa/d/downey-legendary-management-care-24hr/7845026604.html,downey,
6028,"Downey 1 Bedroom 1 Bath with Air Conditioning, Two Swimming Pools",https://losangeles.craigslist.org/lgb/apa/d/downey-downey-bedroom-bath-with-air/7845022028.html,downey,
6029,DOWNEY APARTAMENTO ESTUDIO DE RENTA,https://losangeles.craigslist.org/lac/apa/d/downey-downey-apartamento-estudio-de/7839428465.html,downey,
6030,"Cable Ready, Quartz Counter Tops, Controlled Access/Gated",https://losangeles.craigslist.org/lac/apa/d/downey-cable-ready-quartz-counter-tops/7839957796.html,downey,
6031,Spacious condo with in unit laundry,https://losangeles.craigslist.org/wst/apa/d/paramount-spacious-condo-with-in-unit/7844964932.html,downey,
6032,"Lush resort style landscaping, Controlled Access/Gated",https://losangeles.craigslist.org/lac/apa/d/downey-lush-resort-style-landscaping/7839950198.html,downey,
6033,Downey Northeast neighborhood single room for rent in large home,https://losangeles.craigslist.org/sgv/roo/d/downey-downey-northeast-neighborhood/7844950749.html,downey,
6034,"Window Coverings, Cable Ready, Plank Flooring",https://losangeles.craigslist.org/lac/apa/d/downey-window-coverings-cable-ready/7839949320.html,downey,
6035,"Fabulous 1 Bed, 1 Bath Apartment * View details!! * Act fast!",https://losangeles.craigslist.org/lgb/apa/d/downey-fabulous-bed-bath-apartment-view/7844900051.html,downey,
6036,Spacious Downey 1 Bedroom 1 Bath * Gated Access * Central A/C,https://losangeles.craigslist.org/lgb/apa/d/downey-spacious-downey-bedroom-bath/7842459325.html,downey,
6037,Estudio en Downey de renta 2 personas solamente,https://losangeles.craigslist.org/lac/apa/d/downey-estudio-en-downey-de-renta/7844860780.html,downey,
6038,Studio Apartment in East Los Angeles,https://losangeles.craigslist.org/sgv/apa/d/los-angeles-studio-apartment-in-east/7840467500.html,downey,
6039,Air Conditioning + BBQ/Picnic Area + 1 Bedroom 1 Bath in Downey,https://losangeles.craigslist.org/lgb/apa/d/downey-air-conditioning-bbq-picnic-area/7844862167.html,downey,
6040,"Large Closets, Air Conditioner, High Speed Internet Access",https://losangeles.craigslist.org/lac/apa/d/downey-large-closets-air-conditioner/7839948665.html,downey,
6041,"High Speed Internet Access, Quartz Counter Tops, Carpeting",https://losangeles.craigslist.org/lac/apa/d/downey-high-speed-internet-access/7839956167.html,downey,
6042,"Custom Cabinets, Plank Flooring, Spanish Speaking Staff",https://losangeles.craigslist.org/lac/apa/d/downey-custom-cabinets-plank-flooring/7841732683.html,downey,
6043,"Controlled Access/Gated, Lush resort style landscaping",https://losangeles.craigslist.org/lac/apa/d/downey-controlled-access-gated-lush/7839950779.html,downey,
6044,"Controlled Access/Gated, Ceiling Fan, Cable Ready",https://losangeles.craigslist.org/sgv/apa/d/downey-controlled-access-gated-ceiling/7842422145.html,downey,
6045,"Quartz Counter Tops, Cable Ready, Double grill stations",https://losangeles.craigslist.org/sgv/apa/d/downey-quartz-counter-tops-cable-ready/7842420614.html,downey,
6046,"Tile Backsplash, Controlled Access/Gated, Large Closets",https://losangeles.craigslist.org/lac/apa/d/downey-tile-backsplash-controlled/7839947099.html,downey,
6047,Large Bedroom …,https://losangeles.craigslist.org/lgb/roo/d/downey-large-bedroom/7844747177.html,downey,
6048,FREE ONE MONTH with immediately move in!!!! 55+ Community,https://losangeles.craigslist.org/lgb/apa/d/lakewood-free-one-month-with/7844744419.html,downey,
6049,1 Bedroom 1 Bath in Downey + Controlled Access + Central A/C,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey/7844744323.html,downey,
6050,"Now Renting! Lush Garden Setting, Sparkly Pool View, Call Today",https://losangeles.craigslist.org/lgb/apa/d/downey-now-renting-lush-garden-setting/7841074181.html,downey,
6051,"Lush Garden Setting, Sparkly Pool View, Call Today",https://losangeles.craigslist.org/lgb/apa/d/downey-lush-garden-setting-sparkly-pool/7841075416.html,downey,
6052,"Sparkly Pool, Spacious Living, Beautiful Unit. Call Today",https://losangeles.craigslist.org/lgb/apa/d/downey-sparkly-pool-spacious-living/7841073410.html,downey,
6053,Downey Property For Lease!,https://losangeles.craigslist.org/wst/apa/d/downey-downey-property-for-lease/7844706487.html,downey,
6054,Studio Apartment with Full Kitchen near Kaiser and Costco,https://losangeles.craigslist.org/lgb/apa/d/downey-studio-apartment-with-full/7844705985.html,downey,
6055,1 Bedroom/1Bath Apartment for Rent,https://losangeles.craigslist.org/lac/apa/d/downey-bedroom-1bath-apartment-for-rent/7844692488.html,downey,
6056,Hidden Gem in Downey,https://losangeles.craigslist.org/lgb/reb/d/downey-hidden-gem-in-downey/7844686565.html,downey,
6057,"Cable Ready, Lush resort style landscaping, Large Closets",https://losangeles.craigslist.org/sgv/apa/d/downey-cable-ready-lush-resort-style/7844675643.html,downey,
6058,"Air Conditioner, Carpeting, Lush resort style landscaping",https://losangeles.craigslist.org/sgv/apa/d/downey-air-conditioner-carpeting-lush/7844659187.html,downey,
6059,1 Bedroom 1 Bath in Downey + Controlled Access + BBQ/Picnic Area,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey/7842213187.html,downey,
6060,Lovely Unit * Granite counter tops newly renovated cabinets * UNIQUE!,https://losangeles.craigslist.org/lgb/apa/d/downey-lovely-unit-granite-counter-tops/7844617688.html,downey,
6061,"Lush resort style landscaping, Plank Flooring, Cable Ready",https://losangeles.craigslist.org/sgv/apa/d/downey-lush-resort-style-landscaping/7844610990.html,downey,
6062,"Stainless Steel Appliance Package, Plank Flooring, Carpeting",https://losangeles.craigslist.org/sgv/apa/d/downey-stainless-steel-appliance/7844610175.html,downey,
6063,"BBQ/Picnic Area, Tile Backsplash, Large Closets",https://losangeles.craigslist.org/sgv/apa/d/downey-bbq-picnic-area-tile-backsplash/7844609021.html,downey,
6064,"Stainless Steel Appliance Package, Window Coverings, Ceiling Fan",https://losangeles.craigslist.org/sgv/apa/d/downey-stainless-steel-appliance/7844608066.html,downey,
6065,Apartamento  de renta 2 reca. en Downey,https://losangeles.craigslist.org/lac/apa/d/downey-apartamento-de-renta-reca-en/7844598070.html,downey,
6066,1 Bedroom 1 Bath in Downey + Two Swimming Pools + Central A/C,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-two/7844588147.html,downey,
6067,"Charming 1-Bed, 1-Bath Upstairs Apartment",https://losangeles.craigslist.org/lac/apa/d/downey-charming-bed-bath-upstairs/7844555806.html,downey,
6068,"Cozy and Modern 1-Bed, 1-Bath Apartment",https://losangeles.craigslist.org/lac/apa/d/downey-cozy-and-modern-bed-bath/7844555803.html,downey,
6069,"Stylish 1-Bed, 1-Bath Apartment for Rent",https://losangeles.craigslist.org/wst/apa/d/downey-stylish-bed-bath-apartment-for/7844555802.html,downey,
6070,1 Bedroom 1 Bath in Downey - BBQ/Picnic Area - Two Swimming Pools,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-bbq/7844456077.html,downey,
6071,Gated Access | Two Swimming Pools | Spacious 1 Bedroom in Downey,https://losangeles.craigslist.org/lgb/apa/d/downey-gated-access-two-swimming-pools/7841487933.html,downey,
6072,"DOWNEY 1 Bedroom 1 Bath w/ Ceiling Fan, Gas Range, Two Swimming Pools",https://losangeles.craigslist.org/lgb/apa/d/downey-downey-bedroom-bath-ceiling-fan/7844355719.html,downey,
6073,"Renovated 1 Bed, 1 Bath Upstairs Apartment in Downey",https://losangeles.craigslist.org/wst/apa/d/downey-renovated-bed-bath-upstairs/7844309827.html,downey,
6074,"Upstairs 1 Bed, 1 Bath Apartment in Prime Downey Location",https://losangeles.craigslist.org/sgv/apa/d/downey-upstairs-bed-bath-apartment-in/7844309835.html,downey,
6075,"Charming Upstairs 1 Bed, 1 Bath Apartment in Downey, CA",https://losangeles.craigslist.org/wst/apa/d/downey-charming-upstairs-bed-bath/7844309832.html,downey,
6076,"Updated 1 Bed, 1 Bath Upstairs Apartment in Downey",https://losangeles.craigslist.org/lac/apa/d/downey-updated-bed-bath-upstairs/7844309833.html,downey,
6077,1 Bedroom 1 Bath in Downey | Air Conditioning | Two Swimming Pools,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-air/7844181877.html,downey,
6078,This adorable Unit is ideal for you * Nice location! * Don't miss out!,https://losangeles.craigslist.org/lgb/apa/d/downey-this-adorable-unit-is-ideal-for/7844104348.html,downey,
6079,"1br, 1ba",https://losangeles.craigslist.org/wst/apa/d/downey-1br-1ba/7844070016.html,downey,
6080,"DOWNSTAIRS LARGE 1 BD APT , GRANITE COUNTER,A/C AND 1 GARAGE",https://losangeles.craigslist.org/lgb/apa/d/downey-downstairs-large-bd-apt-granite/7844064477.html,downey,
6081,"Large 2Bd-2 Full Bath GRANITE Kitch,GARAGE",https://losangeles.craigslist.org/lgb/apa/d/downey-large-2bd-full-bath-granite/7841531741.html,downey,
6082,1 Bedroom 1 Bath in Downey + Closet Space + Two Swimming Pools,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-closet/7844059719.html,downey,
6083,"NEW CONSTRUCTION ROOM FOR RENT+UTILITIES ONLY $1,000",https://losangeles.craigslist.org/lgb/roo/d/downey-new-construction-room-for/7841893974.html,downey,
6084,Spacious Downey 1 Bedroom 1 Bath | Gated Access | Two Swimming Pools,https://losangeles.craigslist.org/lgb/apa/d/downey-spacious-downey-bedroom-bath/7839855110.html,downey,
6085,1 Bedroom 1 Bath in Downey | Air Conditioning | BBQ/Picnic Area,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-air/7843501397.html,downey,
6086,1 Bedroom 1 Bath in Downey + Gated Access + Two Swimming Pools,https://losangeles.craigslist.org/lgb/apa/d/downey-bedroom-bath-in-downey-gated/7838841044.html,downey,
6087,Downey 1 Bedroom 1 Bath | Two Swimming Pools | Central A/C,https://losangeles.craigslist.org/lgb/apa/d/downey-downey-bedroom-bath-two-swimming/7843353158.html,downey,
6088,"2 bedroom, 2 bath",https://losangeles.craigslist.org/wst/apa/d/downey-bedroom-bath/7843251790.html,downey,
6089,"Downey 1 Bedroom 1 Bath, Air Conditioning, Two Swimming Pools",https://losangeles.craigslist.org/lgb/apa/d/downey-downey-bedroom-bath-air/7843240622.html,downey,
6090,Motorhome/RV/Trailer On Private Property For Rent,https://losangeles.craigslist.org/lgb/apa/d/downey-motorhome-rv-trailer-on-private/7842910049.html,downey,
6091,Charming  1 Bed-1 Bath Downey | Available 02/15 | $1995 | CA,https://losangeles.craigslist.org/wst/apa/d/downey-charming-bed-bath-downey/7842435151.html,downey,
6092,"ind'l park,gated,18'clr,sprklr,M2,nr 5/605/105,CTU, whse,14' high door",https://losangeles.craigslist.org/lgb/off/d/downey-indl-parkgated18clrsprklrm2nr/7842203270.html,downey,
6093,"Stainless Steel Appliance Package, Quartz Counter Tops",https://losangeles.craigslist.org/lac/apa/d/downey-stainless-steel-appliance/7839959827.html,downey,
6094,"High Speed Internet Access, BBQ/Picnic Area, Ceiling Fan",https://losangeles.craigslist.org/lac/apa/d/downey-high-speed-internet-access-bbq/7839960165.html,downey,
6095,"High Speed Internet Access, Window Coverings, Cable Ready",https://losangeles.craigslist.org/lac/apa/d/downey-high-speed-internet-access/7839961086.html,downey,
6096,"Stainless Steel Appliance Package, Carpeting, Double grill stations",https://losangeles.craigslist.org/lac/apa/d/downey-stainless-steel-appliance/7839962001.html,downey,
6097,"Plank Flooring, Controlled Access/Gated, Double grill stations",https://losangeles.craigslist.org/lac/apa/d/downey-plank-flooring-controlled-access/7839962263.html,downey,
6098,"Air Conditioner, Lush resort style landscaping, Double grill stations",https://losangeles.craigslist.org/lac/apa/d/downey-air-conditioner-lush-resort/7839962609.html,downey,
6099,"Large Closets, Plank Flooring, Window Coverings",https://losangeles.craigslist.org/lac/apa/d/downey-large-closets-plank-flooring/7841740871.html,downey,
6100,"Stainless Steel Appliance Package, Window Coverings, Plank Flooring",https://losangeles.craigslist.org/lac/apa/d/downey-stainless-steel-appliance/7841731864.html,downey,
6101,"Plank Flooring, Spanish Speaking Staff, Tile Backsplash",https://losangeles.craigslist.org/lac/apa/d/downey-plank-flooring-spanish-speaking/7841731453.html,downey,
6102,"Lush resort style landscaping, Double grill stations, Cable Ready",https://losangeles.craigslist.org/lac/apa/d/downey-lush-resort-style-landscaping/7841730957.html,downey,
6103,"Spanish Speaking Staff, Window Coverings, Controlled Access/Gated",https://losangeles.craigslist.org/lac/apa/d/downey-spanish-speaking-staff-window/7841730170.html,downey,
6104,"Large Closets, Tile Backsplash, BBQ/Picnic Area",https://losangeles.craigslist.org/lac/apa/d/downey-large-closets-tile-backsplash/7841728266.html,downey,
6105,"Lush resort style landscaping, Ceiling Fan, Air Conditioner",https://losangeles.craigslist.org/lac/apa/d/downey-lush-resort-style-landscaping/7841728809.html,downey,
6106,"Cable Ready, Carpeting, Plank Flooring",https://losangeles.craigslist.org/lac/apa/d/downey-cable-ready-carpeting-plank/7841726325.html,downey,
6107,"Ceiling Fan, BBQ/Picnic Area, Carpeting",https://losangeles.craigslist.org/lac/apa/d/downey-ceiling-fan-bbq-picnic-area/7841725632.html,downey,
6108,"Ceiling Fan, Air Conditioner, Double grill stations",https://losangeles.craigslist.org/lac/apa/d/downey-ceiling-fan-air-conditioner/7841725173.html,downey,
6109,"Custom Cabinets, Tile Backsplash, Spanish Speaking Staff",https://losangeles.craigslist.org/lac/apa/d/downey-custom-cabinets-tile-backsplash/7839951420.html,downey,
6110,"Double grill stations, Plank Flooring, Tile Backsplash",https://losangeles.craigslist.org/lac/apa/d/downey-double-grill-stations-plank/7841722739.html,downey,
6111,"Lush resort style landscaping, Tile Backsplash, Window Coverings",https://losangeles.craigslist.org/lac/apa/d/downey-lush-resort-style-landscaping/7841721019.html,downey,
6112,"Carpeting, Ceiling Fan, Stainless Steel Appliance Package",https://losangeles.craigslist.org/lac/apa/d/downey-carpeting-ceiling-fan-stainless/7841720269.html,downey,
6113,"Plank Flooring, Window Coverings, Lush resort style landscaping",https://losangeles.craigslist.org/lac/apa/d/downey-plank-flooring-window-coverings/7841719710.html,downey,
6114,"Window Coverings, Cable Ready, Custom Cabinets",https://losangeles.craigslist.org/lac/apa/d/downey-window-coverings-cable-ready/7841719319.html,downey,
6115,"High Speed Internet Access, Tile Backsplash, Ceiling Fan",https://losangeles.craigslist.org/lac/apa/d/downey-high-speed-internet-access-tile/7841718528.html,downey,
6116,"Double grill stations, Cable Ready, Large Closets",https://losangeles.craigslist.org/lac/apa/d/downey-double-grill-stations-cable/7841718133.html,downey,
6117,"Carpeting, Tile Backsplash, Stainless Steel Appliance Package",https://losangeles.craigslist.org/lac/apa/d/downey-carpeting-tile-backsplash/7841717825.html,downey,
6118,"Custom Cabinets, Stainless Steel Appliance Package, Plank Flooring",https://losangeles.craigslist.org/lac/apa/d/downey-custom-cabinets-stainless-steel/7839958807.html,downey,
6119,Cozy/ modern home in Downey,https://losangeles.craigslist.org/wst/apa/d/downey-cozy-modern-home-in-downey/7841521843.html,downey,
6120,Comfy 1 Bedroom in convenient Downey Location,https://losangeles.craigslist.org/wst/apa/d/downey-comfy-bedroom-in-convenient/7841400755.html,downey,
6121,BEAUTIFUL 3+2 APARTMENT HOME!!,https://losangeles.craigslist.org/lgb/apa/d/downey-beautiful-32-apartment-home/7841264312.html,downey,
6122,2 bed 1 bath apartment for rent,https://losangeles.craigslist.org/wst/apa/d/downey-bed-bath-apartment-for-rent/7841210844.html,downey,
6123,Master bedroom,https://losangeles.craigslist.org/lgb/roo/d/downey-master-bedroom/7841202663.html,downey,
6124,"🏡 2 Bed / 1 Bath Apartment Downey – 1st Floor – $2,300 – May 1st",https://losangeles.craigslist.org/lgb/apa/d/downey-bed-bath-apartment-downey-1st/7841003042.html,downey,
6125,"Custom Cabinets, Ceiling Fan, Tile Backsplash",https://losangeles.craigslist.org/lac/apa/d/downey-custom-cabinets-ceiling-fan-tile/7840905099.html,downey,
6126,Quiet Downey Apartments,https://losangeles.craigslist.org/lgb/apa/d/downey-quiet-downey-apartments/7840827670.html,downey,
6127,Lista Para Rentar,https://losangeles.craigslist.org/lac/apa/d/downey-lista-para-rentar/7840598578.html,downey,
6128,Room for rent,https://losangeles.craigslist.org/lgb/roo/d/downey-room-for-rent/7840368947.html,downey,
6129,Apartment for rent,https://losangeles.craigslist.org/lgb/apa/d/downey-apartment-for-rent/7840208182.html,downey,
6130,Apartment for rent,https://losangeles.craigslist.org/lgb/apa/d/downey-apartment-for-rent/7840210036.html,downey,
6131,2018 build ADU housing,https://losangeles.craigslist.org/wst/apa/d/downey-2018-build-adu-housing/7839888295.html,downey,
6132,Quiet Downey Apartments,https://losangeles.craigslist.org/lgb/apa/d/downey-quiet-downey-apartments/7839862257.html,downey,
6133,*** ROOM FOR RENT IN DOWNEY****,https://losangeles.craigslist.org/lac/roo/d/downey-room-for-rent-in-downey/7839753770.html,downey,
6134,renta de cuartos ( Rooms for rent),https://losangeles.craigslist.org/lgb/roo/d/downey-renta-de-cuartos-rooms-for-rent/7839715182.html,downey,
6135,8031 Gardendale St. Beautiful Single Apartment locate in great area,https://losangeles.craigslist.org/wst/apa/d/downey-8031-gardendale-st-beautiful/7839201759.html,downey,
6136,"Mfg/Dist,gated park,18'clr,M2,14' GL dr,nr 5/105/605 Fwys,2 ofc,1RR",https://losangeles.craigslist.org/lgb/off/d/downey-mfg-distgated-park18clrm214-gl/7838925087.html,downey,
6137,"Whse/dist,gated park,18'clr,sprklr,14' GL,2 ofc,1RR,M2,nr 5/605/105",https://losangeles.craigslist.org/lgb/off/d/downey-whse-distgated-park18clrsprklr14/7838923709.html,downey,
6138,"18' clr,sprklr,14' GL dr,gated park,2 ofc,1RR,M2,nr 5/105/605 fwys",https://losangeles.craigslist.org/lgb/off/d/downey-18-clrsprklr14-gl-drgated-park2/7838922110.html,downey,
6139,"Gated park,whse/dist,sprklr,18' clr,14' GL, 2 ofce,1RR,M2,nr 5/605/105",https://losangeles.craigslist.org/lgb/off/d/downey-gated-parkwhse-distsprklr18/7838921005.html,downey,
6140,START YOUR SPRING CLEANING OFF RIGHT BY RENTING A STORAGE UNIT TODAY!,https://losangeles.craigslist.org/lac/prk/d/downey-start-your-spring-cleaning-off/7838492619.html,downey,
6141,"Stainless Steel Appliances, Quartz Countertops, Pet-Friendly Community",https://losangeles.craigslist.org/wst/apa/d/south-gate-stainless-steel-appliances/7845565242.html,downey,
6142,"Multiple Courtyards w/ Gourmet BBQ Grills, Stainless Steel Appliances",https://losangeles.craigslist.org/wst/apa/d/south-gate-multiple-courtyards-gourmet/7845531269.html,downey,
6143,"Garage Parking, Pet-Friendly Community, Air Conditioning",https://losangeles.craigslist.org/wst/apa/d/south-gate-garage-parking-pet-friendly/7845511391.html,downey,
6144,"Double-Height Clubhouse w/ Media Wall & Game Area, Disposal",https://losangeles.craigslist.org/wst/apa/d/south-gate-double-height-clubhouse/7845484632.html,downey,
6145,Cuarto de renta,https://losangeles.craigslist.org/lgb/roo/d/santa-fe-springs-cuarto-de-renta/7845484114.html,downey,
6146,RV and Boat Storage,https://losangeles.craigslist.org/lgb/prk/d/bellflower-rv-and-boat-storage/7845474276.html,downey,
6147,"Window Coverings, Controlled Gate Access",https://losangeles.craigslist.org/wst/apa/d/south-gate-window-coverings-controlled/7845458508.html,downey,
6148,Large 2bed 2bath Unit-Comfort And Affordability As You Deserve! Call!,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-large-2bed-2bath-unit/7845448251.html,downey,
6149,"Thermostat, Stainless Steel Appliances, Window Coverings",https://losangeles.craigslist.org/wst/apa/d/south-gate-thermostat-stainless-steel/7845435692.html,downey,
6150,BIG SAVINGS ON ALL STORAGE SIZES! CALL US NOW!!!,https://losangeles.craigslist.org/lgb/prk/d/big-savings-on-all-storage-sizes-call/7845419758.html,downey,
6151,Best Storage Rates Around!  Up to 50% Off for 2 Months!,https://losangeles.craigslist.org/lgb/prk/d/norwalk-best-storage-rates-around-up-to/7845419472.html,downey,
6152,"Room available $850 Westmont, Los Angele",https://losangeles.craigslist.org/wst/roo/d/los-angeles-room-available-850-westmont/7845393995.html,downey,
6153,"Rento Recamara $850 Westmont, Los Angeles",https://losangeles.craigslist.org/wst/roo/d/los-angeles-rento-recamara-850-westmont/7839680198.html,downey,
6154,Outdoor  Car Storage,https://losangeles.craigslist.org/sgv/prk/d/valyermo-outdoor-car-storage/7839308365.html,downey,
6155,Indoor Car Storage,https://losangeles.craigslist.org/sgv/prk/d/monrovia-indoor-car-storage/7843046032.html,downey,
6156,Brand NEW Outdoor RV & Boat Storage,https://losangeles.craigslist.org/sgv/prk/d/covina-brand-new-outdoor-rv-boat-storage/7838353486.html,downey,
6157,Indoor Car Storage,https://losangeles.craigslist.org/sgv/prk/d/monrovia-indoor-car-storage/7838353508.html,downey,
6158,Indoor Boat & RV Storage,https://losangeles.craigslist.org/sgv/prk/d/indoor-boat-rv-storage/7845372603.html,downey,
6159,Indoor Boat & RV Storage,https://losangeles.craigslist.org/sgv/prk/d/indoor-boat-rv-storage/7845372583.html,downey,
6160,Outdoor  Car Storage,https://losangeles.craigslist.org/sgv/prk/d/valyermo-outdoor-car-storage/7845372522.html,downey,
6161,Brand NEW Outdoor RV & Boat Storage,https://losangeles.craigslist.org/sgv/prk/d/covina-brand-new-outdoor-rv-boat-storage/7845372545.html,downey,
6162,"What a great place to live! 2 bed, 2 bath, 1000sq ft. Come home today!",https://losangeles.craigslist.org/lac/apa/d/pico-rivera-what-great-place-to-live/7845315167.html,downey,
6163,"Hardwood Style Flooring, Controlled Gate Access, Thermostat",https://losangeles.craigslist.org/wst/apa/d/south-gate-hardwood-style-flooring/7845311714.html,downey,
6164,This 2bed/2bath Won't Last Long-Double Closet-Double Comfort-Call Now,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-this-2bed-2bath-wont-last/7845313162.html,downey,
6165,8x15 unit for $233,https://losangeles.craigslist.org/lgb/prk/d/bellflower-8x15-unit-for-233/7845280961.html,downey,
6166,1 rec en South Gate con estacionamiento,https://losangeles.craigslist.org/lac/apa/d/south-gate-rec-en-south-gate-con/7844599149.html,downey,
6167,"Professionally Managed, Private Conference Center & Coffee Lounge",https://losangeles.craigslist.org/wst/apa/d/south-gate-professionally-managed/7845271582.html,downey,
6168,Make Room at Home!  Up to 50% Off for 2 Months!,https://losangeles.craigslist.org/lgb/prk/d/norwalk-make-room-at-home-up-to-50-off/7843606357.html,downey,
6169,April Deals!  Up to 50% Off for 2 Months!,https://losangeles.craigslist.org/lgb/prk/d/norwalk-april-deals-up-to-50-off-for/7840943334.html,downey,
6170,"High Ceilings, Multiple Courtyards w/ Gourmet BBQ Grills",https://losangeles.craigslist.org/wst/apa/d/south-gate-high-ceilings-multiple/7845250855.html,downey,
6171,"USB Charging Stations, Outdoor Fireplaces & Fire Pits, Garage Parking",https://losangeles.craigslist.org/wst/apa/d/south-gate-usb-charging-stations/7845220273.html,downey,
6172,"Private Conference Center & Coffee Lounge, Package Locker Service",https://losangeles.craigslist.org/wst/apa/d/south-gate-private-conference-center/7845192491.html,downey,
6173,"Private Conference Center & Coffee Lounge, Bicycle Center",https://losangeles.craigslist.org/wst/apa/d/south-gate-private-conference-center/7845166118.html,downey,
6174,Loft Share,https://losangeles.craigslist.org/lac/sha/d/loft-share/7845080622.html,downey,
6175,"Quartz Countertops, High Ceilings",https://losangeles.craigslist.org/wst/apa/d/south-gate-quartz-countertops-high/7845028958.html,downey,
6176,2Bed-2Bath Unit-Beautifully Maintained to Make Your Living Enjoyable,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-2bed-2bath-unit-beautifully/7845014272.html,downey,
6177,BELLFLOWER BONITO APARTAMENTO DE RENTA 1 RECAMARA,https://losangeles.craigslist.org/lac/apa/d/bellflower-bellflower-bonito/7845008177.html,downey,
6178,Bright Private Room + Gated Parking 5 min Walk from USC,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-private-room-gated/7845003494.html,downey,
6179,"Spacious, Pet-Friendly 2BR/2BA Apartment with Garage Parking Included",https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-pet-friendly-2br/7844938513.html,downey,
6180,FREE MONTH on Window Office in Torrance. Limited time offer!,https://losangeles.craigslist.org/wst/off/d/torrance-free-month-on-window-office-in/7844902022.html,downey,
6181,"Furnished office, with internet, parking and utilities! Limited time!",https://losangeles.craigslist.org/wst/off/d/torrance-furnished-office-with-internet/7844901660.html,downey,
6182,8x10 unit for $173/month!!,https://losangeles.craigslist.org/lgb/prk/d/bellflower-8x10-unit-for-173-month/7844876060.html,downey,
6183,FREE Test drive today! 30% OFF on private office. FREE MONTH,https://losangeles.craigslist.org/wst/off/d/torrance-free-test-drive-today-30-off/7844890327.html,downey,
6184,Charming Two Bedroom Unit In A Pristine Pico Rivera Community-Apply!!,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-charming-two-bedroom-unit/7844879447.html,downey,
6185,LUXURIOUS HIGH-RISE COMMUNITY WITH 1BR & 2BR APTS. NEAR DOWNTOWN LA,https://losangeles.craigslist.org/lac/apa/d/los-angeles-luxurious-high-rise/7844867483.html,downey,
6186,Spacious 1x1 Apartment w/Access to Rooftop Pool & Gym! +Garage Parking,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-1x1-apartment/7844749993.html,downey,
6187,Outstanding 2Bed-2Bath Unit In A Quiet and Residential Environment!,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-outstanding-2bed-2bath-unit/7844743379.html,downey,
6188,"Don't Miss This Fabulous 2 Bed, 2 Bath-A place to Call Home-Apply Now!",https://losangeles.craigslist.org/lac/apa/d/pico-rivera-dont-miss-this-fabulous-bed/7844744279.html,downey,
6189,"STUDIO APARTMENT -WOOD FLOORS, SECURED ACCESS BUILDING",https://losangeles.craigslist.org/lac/apa/d/wilmington-studio-apartment-wood-floors/7839449702.html,downey,
6190,Spacious Three Bedroom Upper Level Unit!!!,https://losangeles.craigslist.org/lac/apa/d/pico-rivera-spacious-three-bedroom/7844718266.html,downey,
6191,Team Space Available! Free parking - 30% OFF + FREE MONTH! Call Now!,https://losangeles.craigslist.org/wst/off/d/torrance-team-space-available-free/7844645048.html,downey,
6192,"Coworking desk, Free parking, FREE MONTH OFFER TODAY!",https://losangeles.craigslist.org/wst/off/d/torrance-coworking-desk-free-parking/7844638929.html,downey,
6193,FREE MONTH offer on Private Office. Call for FREE TEST DRIVE!,https://losangeles.craigslist.org/wst/off/d/torrance-free-month-offer-on-private/7844631353.html,downey,
